date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:28:20	4450/4450	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Dec%202021%2004:49:25%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/12/home13-btn-android.png	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/12/home13-btn-android.png	(from https://wpdemo.archiwp.com/engitech/home-13/)
17:28:20	3658/3658	---M--	200	added ('OK')	text/css	date:Tue,%2003%20Sep%202024%2015:49:28%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/elementor/css/post-5450.css?ver=1725378568	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/elementor/css/post-54507e42.css	(from https://wpdemo.archiwp.com/engitech/home-13/)
17:28:20	1063/1063	---M--	200	added ('OK')	text/css	date:Tue,%2003%20Sep%202024%2015:49:31%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/elementor/css/post-5808.css?ver=1725378571	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/elementor/css/post-5808eca6.css	(from https://wpdemo.archiwp.com/engitech/home-13/)
17:28:21	9572/9572	---M--	200	added ('OK')	text/css	date:Tue,%2003%20Sep%202024%2015:54:42%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/elementor/css/post-5782.css?ver=1725378882	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/elementor/css/post-578290e4.css	(from https://wpdemo.archiwp.com/engitech/home-13/)
17:28:22	143450/143450	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Dec%202021%2008:15:45%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/12/home14-bg3.png	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/12/home14-bg3.png	(from https://wpdemo.archiwp.com/engitech/home-14/)
17:28:22	82844/82844	---M--	200	added ('OK')	text/css	date:Tue,%2003%20Sep%202024%2016:23:32%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/elementor/css/post-5853.css?ver=1725380612	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/elementor/css/post-5853cf73.css	(from https://wpdemo.archiwp.com/engitech/home-14/)
17:28:23	116058/116058	---MC-	200	added ('OK')	application/json	date:Mon,%2027%20Jan%202025%2011:58:23%20GMT	https://wpdemo.archiwp.com/engitech/wp-json/wp/v2/pages/5853	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-json/wp/v2/pages/5853.json	(from https://wpdemo.archiwp.com/engitech/home-14/)
17:28:24	2156/2156	---MC-	200	added ('OK')	application/json	date:Mon,%2027%20Jan%202025%2011:58:23%20GMT	https://wpdemo.archiwp.com/engitech/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwpdemo.archiwp.com%2Fengitech%2Fhome-14%2F	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-json/oembed/1.0/embed9ea3.json	(from https://wpdemo.archiwp.com/engitech/home-14/)
17:28:24	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2027%20Jan%202025%2011:58:24%20GMT	https://wpdemo.archiwp.com/engitech/?p=5853	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/index65fa.html	(from https://wpdemo.archiwp.com/engitech/home-14/)
17:28:25	2309/2309	---MC-	200	added ('OK')	text/xml	date:Mon,%2027%20Jan%202025%2011:58:25%20GMT	https://wpdemo.archiwp.com/engitech/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwpdemo.archiwp.com%2Fengitech%2Fhome-14%2F&format=xml	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-json/oembed/1.0/embed4449	(from https://wpdemo.archiwp.com/engitech/home-14/)
17:28:25	6268/6268	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2014%20Dec%202021%2009:18:23%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/12/home14-logo.svg	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/12/home14-logo.svg	(from https://wpdemo.archiwp.com/engitech/home-14/)
17:28:25	4867/4867	---M--	200	added ('OK')	image/png	date:Fri,%2017%20Dec%202021%2005:00:19%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/12/home14-shape1.png	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/12/home14-shape1.png	(from https://wpdemo.archiwp.com/engitech/home-14/)
17:28:26	1823/1823	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Dec%202021%2006:44:00%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/12/home14-mastercard.png	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/12/home14-mastercard.png	(from https://wpdemo.archiwp.com/engitech/home-14/)
17:28:26	1668/1668	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Dec%202021%2006:43:57%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/12/home14-btc.png	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/12/home14-btc.png	(from https://wpdemo.archiwp.com/engitech/home-14/)
17:28:26	1423/1423	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Dec%202021%2006:43:59%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/12/home14-eth.png	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/12/home14-eth.png	(from https://wpdemo.archiwp.com/engitech/home-14/)
17:28:27	1764/1764	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Dec%202021%2006:56:41%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/12/home14-ripple.png	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/12/home14-ripple.png	(from https://wpdemo.archiwp.com/engitech/home-14/)
17:28:27	35032/35032	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Dec%202021%2007:32:02%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/12/home14-image1.png	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/12/home14-image1.png	(from https://wpdemo.archiwp.com/engitech/home-14/)
17:28:27	12552/12552	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Dec%202021%2008:36:28%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/12/home14-image2.png	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/12/home14-image2.png	(from https://wpdemo.archiwp.com/engitech/home-14/)
17:28:27	2358/2358	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Dec%202021%2010:12:22%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/12/home14-imagebox1.png	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/12/home14-imagebox1.png	(from https://wpdemo.archiwp.com/engitech/home-14/)
17:28:28	3091/3091	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Dec%202021%2010:12:24%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/12/home14-imagebox2.png	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/12/home14-imagebox2.png	(from https://wpdemo.archiwp.com/engitech/home-14/)
17:28:28	3192/3192	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Dec%202021%2010:12:25%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/12/home14-imagebox3.png	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/12/home14-imagebox3.png	(from https://wpdemo.archiwp.com/engitech/home-14/)
17:28:28	3084/3084	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Dec%202021%2010:12:26%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/12/home14-imagebox4.png	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/12/home14-imagebox4.png	(from https://wpdemo.archiwp.com/engitech/home-14/)
17:28:29	2385/2385	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Dec%202021%2010:29:50%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/12/home14-imagebox5.png	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/12/home14-imagebox5.png	(from https://wpdemo.archiwp.com/engitech/home-14/)
17:28:29	18782/18782	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Dec%202021%2010:22:27%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/12/home14-image3.png	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/12/home14-image3.png	(from https://wpdemo.archiwp.com/engitech/home-14/)
17:28:29	17596/17596	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Dec%202021%2010:42:14%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/12/home14-image4.png	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/12/home14-image4.png	(from https://wpdemo.archiwp.com/engitech/home-14/)
17:28:30	67428/67428	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Dec%202021%2003:31:29%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/12/home14-image5.png	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/12/home14-image5.png	(from https://wpdemo.archiwp.com/engitech/home-14/)
17:28:30	16705/16705	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Dec%202021%2008:03:40%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/12/home14-team2.jpg	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/12/home14-team2.jpg	(from https://wpdemo.archiwp.com/engitech/home-14/)
17:28:30	17844/17844	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Dec%202021%2008:03:42%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/12/home14-team3.jpg	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/12/home14-team3.jpg	(from https://wpdemo.archiwp.com/engitech/home-14/)
17:28:30	15464/15464	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Dec%202021%2008:03:39%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/12/home14-team1.jpg	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/12/home14-team1.jpg	(from https://wpdemo.archiwp.com/engitech/home-14/)
17:28:31	12432/12432	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Dec%202021%2008:03:43%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/12/home14-team4.jpg	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/12/home14-team4.jpg	(from https://wpdemo.archiwp.com/engitech/home-14/)
17:28:31	3033/3033	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Dec%202021%2008:18:41%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/12/home14-client1.png	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/12/home14-client1.png	(from https://wpdemo.archiwp.com/engitech/home-14/)
17:28:31	3767/3767	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Dec%202021%2008:18:43%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/12/home14-client2.png	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/12/home14-client2.png	(from https://wpdemo.archiwp.com/engitech/home-14/)
17:28:31	3534/3534	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Dec%202021%2008:18:44%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/12/home14-client3.png	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/12/home14-client3.png	(from https://wpdemo.archiwp.com/engitech/home-14/)
17:28:32	3770/3770	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Dec%202021%2008:18:46%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/12/home14-client4.png	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/12/home14-client4.png	(from https://wpdemo.archiwp.com/engitech/home-14/)
17:28:32	3106/3106	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Dec%202021%2008:18:47%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/12/home14-client5.png	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/12/home14-client5.png	(from https://wpdemo.archiwp.com/engitech/home-14/)
17:28:32	3459/3459	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Dec%202021%2008:18:50%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/12/home14-client6.png	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/12/home14-client6.png	(from https://wpdemo.archiwp.com/engitech/home-14/)
17:28:33	2843/2843	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Dec%202021%2008:18:52%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/12/home14-client7.png	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/12/home14-client7.png	(from https://wpdemo.archiwp.com/engitech/home-14/)
17:28:33	3954/3954	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Dec%202021%2008:18:53%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/12/home14-client8.png	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/12/home14-client8.png	(from https://wpdemo.archiwp.com/engitech/home-14/)
17:28:33	6268/6268	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2014%20Dec%202021%2009:18:24%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/12/home14-logo-footer.svg	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/12/home14-logo-footer.svg	(from https://wpdemo.archiwp.com/engitech/home-14/)
17:28:33	3846/3846	---M--	200	added ('OK')	text/css	date:Tue,%2003%20Sep%202024%2015:49:34%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/elementor/css/post-5839.css?ver=1725378574	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/elementor/css/post-58397637.css	(from https://wpdemo.archiwp.com/engitech/home-14/)
17:28:34	916/916	---M--	200	added ('OK')	text/css	date:Tue,%2003%20Sep%202024%2016:23:32%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/elementor/css/post-5847.css?ver=1725380612	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/elementor/css/post-5847cf73.css	(from https://wpdemo.archiwp.com/engitech/home-14/)
17:28:34	1189/1189	---M--	200	added ('OK')	text/css	date:Thu,%2017%20Oct%202024%2017:46:38%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/elementor/css/custom-widget-progress.min.css?ver=1729187198	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/elementor/css/custom-widget-progress.mine633.css	(from https://wpdemo.archiwp.com/engitech/home-14/)
17:28:34	5622/5622	---M--	200	added ('OK')	text/css	date:Tue,%2003%20Sep%202024%2015:54:44%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/elementor/css/post-6061.css?ver=1725378884	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/elementor/css/post-606186d1.css	(from https://wpdemo.archiwp.com/engitech/home-14/)
17:28:35	97848/97848	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Nov%202022%2007:48:22%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2022/11/home15-image1.png	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2022/11/home15-image1.png	(from https://wpdemo.archiwp.com/engitech/home-15/)
17:28:37	50991/50991	---M--	200	added ('OK')	text/css	date:Tue,%2003%20Sep%202024%2015:56:25%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/elementor/css/post-6851.css?ver=1725378985	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/elementor/css/post-68519025.css	(from https://wpdemo.archiwp.com/engitech/home-15/)
17:28:37	84075/84075	---MC-	200	added ('OK')	application/json	date:Mon,%2027%20Jan%202025%2011:58:37%20GMT	https://wpdemo.archiwp.com/engitech/wp-json/wp/v2/pages/6851	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-json/wp/v2/pages/6851.json	(from https://wpdemo.archiwp.com/engitech/home-15/)
17:28:38	2156/2156	---MC-	200	added ('OK')	application/json	date:Mon,%2027%20Jan%202025%2011:58:38%20GMT	https://wpdemo.archiwp.com/engitech/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwpdemo.archiwp.com%2Fengitech%2Fhome-15%2F	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-json/oembed/1.0/embed9c04.json	(from https://wpdemo.archiwp.com/engitech/home-15/)
17:28:38	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2027%20Jan%202025%2011:58:38%20GMT	https://wpdemo.archiwp.com/engitech/?p=6851	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/index0f45.html	(from https://wpdemo.archiwp.com/engitech/home-15/)
17:28:39	2309/2309	---MC-	200	added ('OK')	text/xml	date:Mon,%2027%20Jan%202025%2011:58:39%20GMT	https://wpdemo.archiwp.com/engitech/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwpdemo.archiwp.com%2Fengitech%2Fhome-15%2F&format=xml	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-json/oembed/1.0/embed8947	(from https://wpdemo.archiwp.com/engitech/home-15/)
17:28:39	5539/5539	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2018%20Nov%202022%2003:48:31%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2022/11/logo-home15.svg	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2022/11/logo-home15.svg	(from https://wpdemo.archiwp.com/engitech/home-15/)
17:28:39	5440/5440	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2018%20Nov%202022%2009:11:04%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2022/11/home15-micron-technology.svg	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2022/11/home15-micron-technology.svg	(from https://wpdemo.archiwp.com/engitech/home-15/)
17:28:40	4955/4955	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2018%20Nov%202022%2009:11:02%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2022/11/home15-frame-3359.svg	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2022/11/home15-frame-3359.svg	(from https://wpdemo.archiwp.com/engitech/home-15/)
17:28:40	1835/1835	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2018%20Nov%202022%2009:11:02%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2022/11/home15-frame-3354.svg	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2022/11/home15-frame-3354.svg	(from https://wpdemo.archiwp.com/engitech/home-15/)
17:28:40	4636/4636	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2018%20Nov%202022%2009:11:03%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2022/11/home15-frame-3364.svg	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2022/11/home15-frame-3364.svg	(from https://wpdemo.archiwp.com/engitech/home-15/)
17:28:41	3550/3550	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2018%20Nov%202022%2009:11:01%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2022/11/home15-digital.svg	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2022/11/home15-digital.svg	(from https://wpdemo.archiwp.com/engitech/home-15/)
17:28:41	113371/113371	---M--	200	added ('OK')	image/png	date:Mon,%2021%20Nov%202022%2007:52:13%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2022/11/home15-image2.png	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2022/11/home15-image2.png	(from https://wpdemo.archiwp.com/engitech/home-15/)
17:28:41	536/536	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2021%20Nov%202022%2008:47:05%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2022/11/home15-path.svg	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2022/11/home15-path.svg	(from https://wpdemo.archiwp.com/engitech/home-15/)
17:28:41	297/297	---M--	200	added ('OK')	image/png	date:Mon,%2021%20Nov%202022%2010:28:25%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2022/11/home15-shape.png	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2022/11/home15-shape.png	(from https://wpdemo.archiwp.com/engitech/home-15/)
17:28:42	26082/26082	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Mar%202020%2007:05:48%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2019/11/project2-720x520.jpg	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2019/11/project2-720x520.jpg	(from https://wpdemo.archiwp.com/engitech/home-15/)
17:28:43	43549/43549	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Mar%202020%2007:05:46%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2019/11/project6-720x520.jpg	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2019/11/project6-720x520.jpg	(from https://wpdemo.archiwp.com/engitech/home-15/)
17:28:43	64095/64095	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Mar%202020%2007:05:45%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2019/11/project5-720x520.jpg	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2019/11/project5-720x520.jpg	(from https://wpdemo.archiwp.com/engitech/home-15/)
17:28:44	113648/113648	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Mar%202020%2007:04:17%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2019/11/blog1.jpg	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2019/11/blog1.jpg	(from https://wpdemo.archiwp.com/engitech/home-15/)
17:28:44	73831/73831	---M--	200	added ('OK')	image/png	date:Tue,%2022%20Nov%202022%2008:06:40%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2022/11/home15-image4.png	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2022/11/home15-image4.png	(from https://wpdemo.archiwp.com/engitech/home-15/)
17:28:44	39798/39798	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Mar%202020%2008:11:04%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2019/11/blog4.jpg	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2019/11/blog4.jpg	(from https://wpdemo.archiwp.com/engitech/home-15/)
17:28:44	44228/44228	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Mar%202020%2008:09:48%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2019/09/blog3.jpg	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2019/09/blog3.jpg	(from https://wpdemo.archiwp.com/engitech/home-15/)
17:28:44	738/738	---M--	200	added ('OK')	image/png	date:Tue,%2029%20Nov%202022%2007:37:05%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2022/11/home15-shape1.png	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2022/11/home15-shape1.png	(from https://wpdemo.archiwp.com/engitech/home-15/)
17:28:45	383/383	---M--	200	added ('OK')	image/png	date:Tue,%2029%20Nov%202022%2007:37:09%20GMT	https://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2022/11/home15-shape5.png	C:/Users/rocks/OneDrive/Desktop/practice/qw/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2022/11/home15-shape5.png	(from https://wpdemo.archiwp.com/engitech/home-15/)
